species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
Song Sparrow,single-season,summer,,March 1-7,May 8-14,October 22-31,,,,,,,,,,,
Lincoln's Sparrow,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 8-14,September 15-21,October 1-7,October 15-21,,,,,
Swamp Sparrow,single-season,summer,,April 8-14,May 1-7,October 22-31,,,,,,,,,,,
Eastern Towhee,single-season,summer,,April 1-7,May 8-14,October 15-21,,,,,,,,,,,
Yellow-breasted Chat,single-season,summer,,May 22-31,June 15-21,June 15-21,,,,,,,,,,,
Yellow-headed Blackbird,vagrant,irregular,irregular,,March 8-14,,,,,,,,,,,March 8-14,June 15-21
Bobolink,single-season,summer,,May 8-14,June 1-7,August 8-14,,,,,,,,,,,
Western Meadowlark,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,March 22-31,June 22-30
Eastern Meadowlark,single-season,summer,,March 15-21,June 1-7,August 1-7,,,,,,,,,,,
Orchard Oriole,single-season,summer,,May 1-7,May 15-21,July 8-14,,,,,,,,,,,
Hooded Oriole,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 22-30,April 22-30
Baltimore Oriole,single-season,summer,,May 1-7,May 15-21,August 22-31,,,,,,,,,,,
Red-winged Blackbird,single-season,summer,,February 22-28,April 22-30,November 1-7,,,,,,,,,,,
Brown-headed Cowbird,single-season,summer,,March 15-21,May 1-7,July 15-21,,,,,,,,,,,
Rusty Blackbird,two-passage-migrant,two-passage,,,,,March 1-7,March 15-21,April 15-21,October 8-14,October 22-31,November 8-14,,,,,
Brewer's Blackbird,vagrant,irregular,irregular,,April 15-21,,,,,,,,,,,March 8-14,November 8-14
Common Grackle,single-season,summer,,March 1-7,May 15-21,October 22-31,,,,,,,,,,,
Ovenbird,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,June 1-7,September 1-7,September 8-14,September 22-30,,,,,
Worm-eating Warbler,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,May 22-31
Louisiana Waterthrush,single-season,summer,,April 1-7,April 1-7,May 1-7,,,,,,,,,,,
Northern Waterthrush,single-season,summer,,May 1-7,May 1-7,May 15-21,,,,,,,,,,,
Golden-winged Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 1-7,August 22-31,September 1-7,September 15-21,,,,,
Blue-winged Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,June 15-21,August 22-31,September 1-7,September 1-7,,,,,
Golden-winged x Blue-winged Warbler (hybrid),vagrant,irregular,irregular,,September 8-14,,,,,,,,,,,,
Brewster's Warbler (hybrid),vagrant,irregular,irregular,,September 15-21,,,,,,,,,,,September 15-21,September 15-21
Lawrence's Warbler (hybrid),vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,June 1-7
Black-and-white Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 15-21,August 22-31,September 8-14,September 22-30,,,,,
Prothonotary Warbler,single-season,summer,,May 1-7,May 8-14,June 22-30,,,,,,,,,,,
Tennessee Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 15-21,August 22-31,September 1-7,October 1-7,,,,,
Orange-crowned Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 15-21,September 22-30,October 8-14,October 15-21,,,,,
Nashville Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 15-21,August 22-31,September 15-21,October 8-14,,,,,
Connecticut Warbler,single-season,summer,,May 15-21,May 15-21,May 15-21,,,,,,,,,,,
Mourning Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 1-7,September 8-14,,,,,
Kentucky Warbler,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,April 22-30,June 15-21
Common Yellowthroat,single-season,summer,,May 1-7,May 15-21,September 22-30,,,,,,,,,,,
Hooded Warbler,single-season,summer,,May 8-14,May 15-21,June 22-30,,,,,,,,,,,
American Redstart,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 22-31,September 1-7,September 22-30,,,,,
Kirtland's Warbler,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,May 8-14
Cape May Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 15-21,August 22-31,September 1-7,September 22-30,,,,,
Cerulean Warbler,single-season,summer,,May 1-7,May 15-21,June 22-30,,,,,,,,,,,
Northern Parula,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 8-14,September 15-21,September 22-30,,,,,
Magnolia Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 15-21,August 22-31,September 1-7,September 22-30,,,,,
Bay-breasted Warbler,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 15-21,August 22-31,September 1-7,September 22-30,,,,,
Blackburnian Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 15-21,August 22-31,September 1-7,September 15-21,,,,,
Northern Yellow Warbler,single-season,summer,,April 22-30,May 15-21,July 8-14,,,,,,,,,,,
Chestnut-sided Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,August 22-31,September 1-7,September 22-30,,,,,
Blackpoll Warbler,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 15-21,September 1-7,September 8-14,October 1-7,,,,,
Black-throated Blue Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,August 22-31,September 8-14,October 1-7,,,,,
Palm Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 8-14,,October 8-14,October 1-7,,,,,
Pine Warbler,two-passage-migrant,two-passage,,,,,April 8-14,April 15-21,June 1-7,September 1-7,September 8-14,September 8-14,,,,,
Yellow-rumped Warbler,two-passage-migrant,two-passage,,,,,April 8-14,May 1-7,May 15-21,September 22-30,October 8-14,October 22-31,,,,,
Yellow-throated Warbler,single-season,summer,,May 1-7,May 1-7,May 1-7,,,,,,,,,,,
Prairie Warbler,single-season,summer,,May 1-7,May 1-7,May 15-21,,,,,,,,,,,
Black-throated Gray Warbler,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,,
Black-throated Green Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 15-21,August 22-31,September 8-14,October 1-7,,,,,
Canada Warbler,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 22-31,August 22-31,September 1-7,September 8-14,,,,,
Wilson's Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 15-21,August 22-31,September 8-14,September 15-21,,,,,
Summer Tanager,single-season,summer,,June 1-7,June 1-7,June 1-7,,,,,,,,,,,
Scarlet Tanager,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,July 8-14,September 1-7,September 8-14,September 8-14,,,,,
Western Tanager,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,,
Northern Cardinal,resident,year-round,year-round,,,,,,,,,,,,,,
Rose-breasted Grosbeak,single-season,summer,,May 1-7,May 15-21,September 15-21,,,,,,,,,,,
Blue Grosbeak,single-season,summer,,July 1-7,July 22-31,August 15-21,,,,,,,,,,,
Indigo Bunting,single-season,summer,,May 8-14,May 22-31,September 1-7,,,,,,,,,,,
Dickcissel,single-season,summer,,May 22-31,June 15-21,July 22-31,,,,,,,,,,,
