species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
Eastern Kingbird,single-season,summer,,May 1-7,May 22-31,August 22-31,,,,,,,,,,,
Scissor-tailed Flycatcher,vagrant,irregular,irregular,,October 8-14,,,,,,,,,,,October 8-14,October 8-14
White-eyed Vireo,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,April 22-30,June 1-7
Yellow-throated Vireo,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,July 8-14,August 22-31,September 8-14,September 15-21,,,,,
Blue-headed Vireo,two-passage-migrant,two-passage,,,,,April 22-30,May 8-14,May 22-31,September 8-14,September 22-30,October 8-14,,,,,
Philadelphia Vireo,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 15-21,October 1-7,,,,,
Eastern Warbling Vireo,single-season,summer,,May 1-7,May 15-21,September 8-14,,,,,,,,,,,
Red-eyed Vireo,single-season,summer,,May 8-14,May 22-31,September 22-30,,,,,,,,,,,
Loggerhead Shrike,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 22-30,May 15-21
Northern Shrike,single-season,winter,,,,,,,,,,,November 1-7,January 1-7,March 15-21,,
Blue Jay,resident,year-round,year-round,,,,,,,,,,,,,,
American Crow,resident,year-round,year-round,,,,,,,,,,,,,,
Fish Crow,vagrant,irregular,irregular,,July 22-31,,,,,,,,,,,April 22-30,July 22-31
Common Raven,single-season,winter,,,,,,,,,,,October 1-7,June 15-21,June 22-30,,
Black-capped Chickadee,resident,year-round,year-round,,,,,,,,,,,,,,
Tufted Titmouse,resident,year-round,year-round,,,,,,,,,,,,,,
Horned Lark,resident,year-round,year-round,,,,,,,,,,,,,,
Bank Swallow,single-season,summer,,May 1-7,July 15-21,August 22-31,,,,,,,,,,,
Tree Swallow,single-season,summer,,March 22-31,May 1-7,August 22-31,,,,,,,,,,,
Purple Martin,single-season,summer,,April 15-21,August 1-7,August 15-21,,,,,,,,,,,
Northern Rough-winged Swallow,single-season,summer,,April 8-14,July 1-7,August 8-14,,,,,,,,,,,
Barn Swallow,single-season,summer,,April 15-21,July 22-31,September 1-7,,,,,,,,,,,
Cliff Swallow,single-season,summer,,May 1-7,June 1-7,August 15-21,,,,,,,,,,,
Cave Swallow,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,,
Ruby-crowned Kinglet,two-passage-migrant,two-passage,,,,,April 8-14,April 22-30,May 8-14,September 22-30,October 8-14,October 22-31,,,,,
Golden-crowned Kinglet,two-passage-migrant,two-passage,,,,,March 22-31,April 8-14,April 22-30,September 22-30,October 15-21,November 15-21,,,,,
White-breasted Nuthatch,resident,year-round,year-round,,,,,,,,,,,,,,
Red-breasted Nuthatch,resident,year-round,year-round,,,,,,,,,,,,,,
Brown Creeper,two-passage-migrant,two-passage,,,,,March 15-21,April 8-14,May 1-7,September 22-30,October 8-14,January 22-31,,,,,
Blue-gray Gnatcatcher,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,July 1-7,August 8-14,August 15-21,September 8-14,,,,,
Northern House Wren,single-season,summer,,April 22-30,May 22-31,October 1-7,,,,,,,,,,,
Winter Wren,two-passage-migrant,two-passage,,,,,March 22-31,April 15-21,April 22-30,September 22-30,October 15-21,January 22-31,,,,,
Sedge Wren,single-season,summer,,April 22-30,May 15-21,August 15-21,,,,,,,,,,,
Marsh Wren,single-season,summer,,April 22-30,July 8-14,October 1-7,,,,,,,,,,,
Carolina Wren,resident,year-round,year-round,,,,,,,,,,,,,,
European Starling,resident,year-round,year-round,,,,,,,,,,,,,,
Gray Catbird,single-season,summer,,May 1-7,May 15-21,October 8-14,,,,,,,,,,,
Brown Thrasher,single-season,summer,,April 8-14,April 22-30,October 1-7,,,,,,,,,,,
Northern Mockingbird,two-passage-migrant,two-passage,,,,,February 8-14,February 22-28,February 22-28,November 22-30,January 1-7,January 1-7,,,,,
Eastern Bluebird,resident,year-round,year-round,,,,,,,,,,,,,,
Townsend's Solitaire,vagrant,irregular,irregular,,January 1-7,,,,,,,,,,,January 1-7,February 1-7
Varied Thrush,vagrant,irregular,irregular,,March 15-21,,,,,,,,,,,January 15-21,March 22-31
Veery,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,July 15-21,September 1-7,September 1-7,September 1-7,,,,,
Gray-cheeked Thrush,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,September 1-7,September 15-21,October 1-7,,,,,
Swainson's Thrush,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 22-31,September 1-7,September 8-14,October 1-7,,,,,
Hermit Thrush,two-passage-migrant,two-passage,,,,,April 1-7,April 15-21,May 8-14,October 1-7,October 15-21,November 1-7,,,,,
Wood Thrush,single-season,summer,,May 1-7,May 15-21,July 15-21,,,,,,,,,,,
American Robin,single-season,summer,,February 1-7,May 8-14,November 15-21,,,,,,,,,,,
Bohemian Waxwing,vagrant,irregular,irregular,,March 15-21,,,,,,,,,,,January 1-7,April 8-14
Cedar Waxwing,single-season,summer,,May 8-14,June 22-30,October 22-31,,,,,,,,,,,
House Sparrow,resident,year-round,year-round,,,,,,,,,,,,,,
Eurasian Tree Sparrow,vagrant,irregular,irregular,,November 22-30,,,,,,,,,,,November 22-30,November 22-30
American Pipit,single-season,summer,,September 8-14,October 1-7,November 15-21,,,,,,,,,,,
Evening Grosbeak,single-season,summer,,October 22-31,November 1-7,November 8-14,,,,,,,,,,,
Pine Grosbeak,vagrant,irregular,irregular,,December 22-31,,,,,,,,,,,January 8-14,December 22-31
House Finch,resident,year-round,year-round,,,,,,,,,,,,,,
Purple Finch,two-passage-migrant,two-passage,,,,,April 1-7,April 15-21,May 1-7,September 1-7,October 8-14,December 1-7,,,,,
Redpoll,vagrant,irregular,irregular,,February 1-7,,,,,,,,,,,January 1-7,December 22-31
Red Crossbill,vagrant,irregular,irregular,,November 22-30,,,,,,,,,,,January 1-7,November 22-30
White-winged Crossbill,single-season,summer,,November 22-30,November 22-30,November 22-30,,,,,,,,,,,
Pine Siskin,single-season,winter,,,,,,,,,,,October 1-7,January 22-31,May 22-31,,
American Goldfinch,resident,year-round,year-round,,,,,,,,,,,,,,
Lapland Longspur,single-season,winter,,,,,,,,,,,October 8-14,February 15-21,March 8-14,,
Snow Bunting,single-season,winter,,,,,,,,,,,October 22-31,November 1-7,February 22-28,,
Grasshopper Sparrow,single-season,summer,,May 8-14,June 8-14,July 15-21,,,,,,,,,,,
Chipping Sparrow,single-season,summer,,April 8-14,May 1-7,October 8-14,,,,,,,,,,,
Clay-colored Sparrow,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 1-7,June 22-30,June 22-30,June 22-30,,,,,
Field Sparrow,single-season,summer,,April 1-7,June 15-21,October 22-31,,,,,,,,,,,
Lark Sparrow,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,April 22-30,May 8-14
American Tree Sparrow,single-season,winter,,,,,,,,,,,October 22-31,December 15-21,April 22-30,,
Fox Sparrow,two-passage-migrant,two-passage,,,,,March 8-14,April 1-7,April 15-21,October 8-14,November 8-14,December 1-7,,,,,
Dark-eyed Junco,single-season,winter,,,,,,,,,,,October 1-7,November 1-7,April 22-30,,
White-crowned Sparrow,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 22-30,October 8-14,November 8-14,,,,,
Harris's Sparrow,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,April 22-30,May 15-21
White-throated Sparrow,two-passage-migrant,two-passage,,,,,April 15-21,May 1-7,May 8-14,September 15-21,October 8-14,November 8-14,,,,,
Vesper Sparrow,two-passage-migrant,two-passage,,,,,April 8-14,June 15-21,August 1-7,October 1-7,October 1-7,October 15-21,,,,,
LeConte's Sparrow,vagrant,irregular,irregular,,October 1-7,,,,,,,,,,,April 15-21,October 1-7
Nelson's Sparrow,vagrant,irregular,irregular,,October 1-7,,,,,,,,,,,,
Savannah Sparrow,single-season,summer,,April 15-21,October 1-7,October 15-21,,,,,,,,,,,
Henslow's Sparrow,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,May 22-31,August 8-14
Song Sparrow,single-season,summer,,February 22-28,April 8-14,December 22-31,,,,,,,,,,,
Lincoln's Sparrow,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 8-14,October 1-7,October 22-31,,,,,
Swamp Sparrow,two-passage-migrant,two-passage,,,,,April 1-7,May 1-7,August 8-14,September 15-21,October 1-7,October 22-31,,,,,
Green-tailed Towhee,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,May 15-21
Spotted Towhee,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,November 8-14,November 8-14
Eastern Towhee,single-season,summer,,April 1-7,April 22-30,October 15-21,,,,,,,,,,,
Yellow-breasted Chat,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,May 15-21,May 22-31
Yellow-headed Blackbird,vagrant,irregular,irregular,,April 15-21,,,,,,,,,,,April 1-7,June 8-14
Bobolink,single-season,summer,,May 1-7,June 15-21,August 15-21,,,,,,,,,,,
Western Meadowlark,vagrant,irregular,irregular,,July 8-14,,,,,,,,,,,May 15-21,July 15-21
Eastern Meadowlark,two-passage-migrant,two-passage,,,,,March 8-14,June 15-21,August 1-7,October 1-7,October 1-7,October 1-7,,,,,
Orchard Oriole,single-season,summer,,May 1-7,May 15-21,August 15-21,,,,,,,,,,,
Baltimore Oriole,single-season,summer,,May 1-7,May 15-21,August 22-31,,,,,,,,,,,
Red-winged Blackbird,single-season,summer,,February 22-28,April 22-30,November 1-7,,,,,,,,,,,
Brown-headed Cowbird,single-season,summer,,March 15-21,May 1-7,August 15-21,,,,,,,,,,,
Rusty Blackbird,two-passage-migrant,two-passage,,,,,March 15-21,April 8-14,May 1-7,October 1-7,October 15-21,November 8-14,,,,,
Brewer's Blackbird,single-season,summer,,April 22-30,August 22-31,September 15-21,,,,,,,,,,,
Common Grackle,single-season,summer,,March 1-7,May 1-7,October 22-31,,,,,,,,,,,
Ovenbird,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,July 8-14,August 22-31,September 8-14,September 22-30,,,,,
Louisiana Waterthrush,single-season,summer,,April 22-30,May 1-7,June 8-14,,,,,,,,,,,
Northern Waterthrush,two-passage-migrant,two-passage,,,,,April 22-30,May 8-14,May 15-21,August 22-31,September 8-14,October 8-14,,,,,
Golden-winged Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,August 22-31,September 1-7,September 1-7,,,,,
Blue-winged Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,June 22-30,August 15-21,August 15-21,September 8-14,,,,,
Black-and-white Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 22-31,August 15-21,August 22-31,September 22-30,,,,,
Prothonotary Warbler,single-season,summer,,May 1-7,May 22-31,June 22-30,,,,,,,,,,,
Tennessee Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 15-21,September 22-30,October 1-7,,,,,
Orange-crowned Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 15-21,September 15-21,October 8-14,October 22-31,,,,,
Nashville Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,August 22-31,September 22-30,October 8-14,,,,,
Connecticut Warbler,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,September 22-30
Mourning Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 15-21,September 1-7,September 1-7,,,,,
Kentucky Warbler,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,June 1-7
Common Yellowthroat,single-season,summer,,May 1-7,May 15-21,October 1-7,,,,,,,,,,,
Hooded Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 22-31,July 15-21,August 22-31,September 8-14,September 8-14,,,,,
American Redstart,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,June 22-30,August 15-21,September 8-14,September 22-30,,,,,
Kirtland's Warbler,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,May 8-14
Cape May Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,May 15-21,August 15-21,September 8-14,September 22-30,,,,,
Cerulean Warbler,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,June 8-14
Northern Parula,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,September 1-7,September 22-30,October 1-7,,,,,
Magnolia Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 8-14,October 1-7,,,,,
Bay-breasted Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 15-21,September 15-21,October 1-7,,,,,
Blackburnian Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,June 1-7,August 15-21,August 22-31,September 22-30,,,,,
Northern Yellow Warbler,single-season,summer,,April 22-30,May 15-21,August 8-14,,,,,,,,,,,
Chestnut-sided Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,June 15-21,August 15-21,September 1-7,September 22-30,,,,,
Blackpoll Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,September 1-7,September 8-14,September 22-30,,,,,
Black-throated Blue Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,May 15-21,August 22-31,September 1-7,October 1-7,,,,,
Palm Warbler,two-passage-migrant,two-passage,,,,,April 22-30,May 1-7,May 15-21,September 15-21,October 8-14,October 15-21,,,,,
Pine Warbler,single-season,summer,,April 8-14,June 15-21,October 1-7,,,,,,,,,,,
Yellow-rumped Warbler,two-passage-migrant,two-passage,,,,,April 1-7,May 1-7,May 15-21,September 15-21,October 8-14,November 1-7,,,,,
Yellow-throated Warbler,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 22-30,April 22-30
Prairie Warbler,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,August 8-14
Black-throated Gray Warbler,vagrant,irregular,irregular,,October 8-14,,,,,,,,,,,October 8-14,October 8-14
Black-throated Green Warbler,two-passage-migrant,two-passage,,,,,May 1-7,May 8-14,July 1-7,August 22-31,September 22-30,October 1-7,,,,,
Canada Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 15-21,August 22-31,September 8-14,,,,,
Wilson's Warbler,two-passage-migrant,two-passage,,,,,May 8-14,May 15-21,May 22-31,August 22-31,September 8-14,October 1-7,,,,,
Summer Tanager,vagrant,irregular,irregular,,December 1-7,,,,,,,,,,,May 1-7,December 8-14
Scarlet Tanager,two-passage-migrant,two-passage,,,,,May 1-7,May 15-21,July 22-31,September 8-14,September 8-14,September 15-21,,,,,
Western Tanager,vagrant,irregular,irregular,,October 22-31,,,,,,,,,,,October 22-31,November 1-7
Northern Cardinal,resident,year-round,year-round,,,,,,,,,,,,,,
Rose-breasted Grosbeak,single-season,summer,,May 1-7,May 8-14,September 22-30,,,,,,,,,,,
Blue Grosbeak,vagrant,irregular,irregular,,June 15-21,,,,,,,,,,,June 15-21,July 8-14
Indigo Bunting,single-season,summer,,May 1-7,May 22-31,September 22-30,,,,,,,,,,,
Painted Bunting,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,May 8-14
Dickcissel,single-season,summer,,June 1-7,June 8-14,July 15-21,,,,,,,,,,,
